txn_id,minute,amount,bank,network,payment_method,merchant,device,risk,route_id,health_state,success_probability,success,latency_ms
8966,1065,341.64,BOB,UPI,UPI,Food,Android,LOW,R1,HEALTHY,0.986,1,140.93
8967,1065,75.01,HDFC,Mastercard,CARD,Shopping,Android,LOW,R4,HEALTHY,0.983,1,184.52
8968,1066,865.16,SBI,UPI,UPI,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,101.92
8969,1066,1089.21,ICICI,Mastercard,CARD,Shopping,Web,LOW,R4,HEALTHY,0.983,1,175.71
8970,1066,271.69,HDFC,UPI,UPI,Food,Web,LOW,R2,HEALTHY,0.981,1,102.35
8971,1066,237.98,SBI,Rupay,CARD,Electronics,iOS,LOW,R3,HEALTHY,0.979,1,99.97
8972,1066,681.94,HDFC,Rupay,CARD,Healthcare,Web,LOW,R3,HEALTHY,0.979,1,83.41
8973,1066,22.34,HDFC,Visa,CARD,Healthcare,Web,LOW,R4,HEALTHY,0.983,0,165.08
8974,1066,150.22,ICICI,UPI,UPI,Shopping,Web,LOW,R2,HEALTHY,0.981,1,84.55
8975,1066,436.76,HDFC,UPI,UPI,Shopping,Web,LOW,R3,HEALTHY,0.979,1,118.3
8976,1066,414.71,HDFC,UPI,UPI,Healthcare,Android,LOW,R2,HEALTHY,0.981,1,82.52
8977,1066,18.59,HDFC,Rupay,CARD,Travel,Android,MEDIUM,R3,HEALTHY,0.979,1,101.72
8978,1066,198.34,SBI,Visa,CARD,Shopping,Android,LOW,R1,HEALTHY,0.986,1,142.57
8979,1066,98.99,SBI,Mastercard,CARD,Food,Android,MEDIUM,R3,HEALTHY,0.979,1,123.74
8980,1066,1664.23,HDFC,UPI,UPI,Shopping,Android,LOW,R3,HEALTHY,0.979,1,110.42
8981,1066,644.37,SBI,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,150.9
8982,1066,322.03,HDFC,Mastercard,CARD,Shopping,Android,LOW,R4,HEALTHY,0.983,1,164.04
8983,1066,42.5,HDFC,Visa,CARD,Fuel,Android,HIGH,R1,HEALTHY,0.986,1,148.51
8984,1066,44.11,ICICI,Mastercard,CARD,Fuel,Android,LOW,R1,HEALTHY,0.986,1,160.22
8985,1067,46.73,ICICI,UPI,UPI,Electronics,Android,LOW,R1,HEALTHY,0.986,1,145.55
8986,1067,83.44,HDFC,UPI,UPI,Food,iOS,LOW,R2,HEALTHY,0.981,1,74.07
8987,1067,123.68,HDFC,Rupay,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,113.18
8988,1067,1152.74,ICICI,UPI,UPI,Travel,Web,HIGH,R3,HEALTHY,0.979,1,107.18
8989,1067,189.24,HDFC,UPI,UPI,Fuel,Android,LOW,R1,HEALTHY,0.986,1,151.06
8990,1067,1548.8,HDFC,Rupay,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,103.27
8991,1067,883.41,Axis,UPI,UPI,Shopping,Web,LOW,R2,HEALTHY,0.981,1,83.2
8992,1067,652.7,Kotak,UPI,UPI,Shopping,Android,LOW,R1,HEALTHY,0.986,1,142.12
8993,1067,745.7,SBI,Visa,CARD,Food,Web,LOW,R2,HEALTHY,0.981,1,72.74
8994,1067,356.6,HDFC,UPI,UPI,Shopping,Android,LOW,R1,HEALTHY,0.986,1,149.89
8995,1067,658.49,Axis,UPI,UPI,Food,iOS,LOW,R2,HEALTHY,0.981,1,95.95
8996,1067,3227.41,Axis,UPI,UPI,Travel,Android,MEDIUM,R3,HEALTHY,0.979,1,111.28
8997,1067,121.8,Axis,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,123.46
8998,1067,124.93,HDFC,UPI,UPI,Healthcare,Android,LOW,R3,HEALTHY,0.979,1,127.6
8999,1067,168.1,ICICI,UPI,UPI,Shopping,iOS,MEDIUM,R4,HEALTHY,0.983,1,189.53
9000,1067,50.42,BOB,Rupay,CARD,Electronics,iOS,LOW,R3,HEALTHY,0.979,1,123.02
9001,1067,332.44,SBI,Mastercard,CARD,Healthcare,Android,LOW,R1,HEALTHY,0.986,1,171.14
9002,1068,301.72,HDFC,UPI,UPI,Shopping,Android,LOW,R1,HEALTHY,0.986,1,126.23
9003,1068,576.19,SBI,Mastercard,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,84.7
9004,1068,261.66,BOB,UPI,UPI,Fuel,Web,HIGH,R3,HEALTHY,0.979,1,98.61
9005,1068,252.4,HDFC,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,113.43
9006,1068,1560.49,HDFC,Visa,CARD,Food,Android,MEDIUM,R2,HEALTHY,0.981,1,79.13
9007,1068,187.74,SBI,Mastercard,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,112.81
9008,1068,13.81,SBI,Mastercard,CARD,Shopping,Android,LOW,R1,HEALTHY,0.986,1,165.1
9009,1068,96.62,SBI,UPI,UPI,Shopping,iOS,LOW,R4,HEALTHY,0.983,1,188.69
9010,1068,114.31,HDFC,UPI,UPI,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,116.37
9011,1068,90.3,HDFC,Rupay,CARD,Food,Android,LOW,R3,HEALTHY,0.979,1,80.58
9012,1068,1233.94,ICICI,UPI,UPI,Electronics,Web,LOW,R3,HEALTHY,0.979,1,94.84
9013,1068,98.16,SBI,UPI,UPI,Food,iOS,HIGH,R1,HEALTHY,0.986,1,123.64
9014,1068,88.02,HDFC,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,134.18
9015,1068,706.31,HDFC,UPI,UPI,Food,iOS,LOW,R2,HEALTHY,0.981,1,73.62
9016,1068,578.7,ICICI,Visa,CARD,Healthcare,iOS,LOW,R2,HEALTHY,0.981,1,86.45
9017,1068,103.19,BOB,UPI,UPI,Travel,iOS,LOW,R1,HEALTHY,0.986,1,162.1
9018,1068,27.41,ICICI,Mastercard,CARD,Food,Web,LOW,R1,HEALTHY,0.986,1,128.76
9019,1069,292.38,SBI,UPI,UPI,Shopping,Android,LOW,R4,HEALTHY,0.983,1,181.87
9020,1069,527.04,Kotak,Mastercard,CARD,Food,iOS,LOW,R1,HEALTHY,0.986,1,126.35
9021,1069,49.83,BOB,Mastercard,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,139.27
9022,1069,60.82,HDFC,Rupay,CARD,Electronics,Web,LOW,R3,HEALTHY,0.979,1,101.18
9023,1069,260.92,ICICI,UPI,UPI,Food,Android,MEDIUM,R4,HEALTHY,0.983,1,175.5
9024,1069,103.49,Kotak,Rupay,CARD,Travel,Web,LOW,R3,HEALTHY,0.979,1,95.86
9025,1069,231.09,HDFC,Rupay,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,124.0
9026,1069,562.51,HDFC,Visa,CARD,Fuel,iOS,MEDIUM,R1,HEALTHY,0.986,1,147.46
9027,1070,691.94,HDFC,Rupay,CARD,Fuel,Android,MEDIUM,R3,HEALTHY,0.979,1,122.36
9028,1070,61.49,SBI,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,108.28
9029,1070,185.73,HDFC,UPI,UPI,Fuel,Android,MEDIUM,R1,HEALTHY,0.986,1,157.18
9030,1070,80.02,HDFC,UPI,UPI,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,106.78
9031,1070,18.9,Axis,UPI,UPI,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,100.28
9032,1070,22.21,HDFC,UPI,UPI,Fuel,iOS,LOW,R2,HEALTHY,0.981,1,87.46
9033,1070,1757.05,Axis,UPI,UPI,Healthcare,iOS,LOW,R1,HEALTHY,0.986,1,135.99
9034,1070,22.67,ICICI,UPI,UPI,Fuel,iOS,LOW,R1,HEALTHY,0.986,1,151.06
9035,1070,1581.33,HDFC,Rupay,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,100.17
9036,1070,3677.05,ICICI,UPI,UPI,Food,Android,MEDIUM,R1,HEALTHY,0.986,1,151.8
9037,1070,487.71,HDFC,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,182.27
9038,1070,113.16,ICICI,Mastercard,CARD,Healthcare,iOS,LOW,R1,HEALTHY,0.986,1,161.53
9039,1070,467.89,Axis,Visa,CARD,Food,iOS,LOW,R4,HEALTHY,0.983,1,146.78
9040,1070,94.17,ICICI,UPI,UPI,Healthcare,iOS,LOW,R4,HEALTHY,0.983,1,152.13
9041,1070,1341.73,Kotak,UPI,UPI,Healthcare,Web,MEDIUM,R1,HEALTHY,0.986,1,162.3
9042,1070,217.53,HDFC,Rupay,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,110.94
9043,1070,154.57,Axis,Visa,CARD,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,169.88
9044,1070,643.76,ICICI,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,139.23
9045,1071,1228.37,ICICI,Rupay,CARD,Electronics,Web,LOW,R3,HEALTHY,0.979,1,102.98
9046,1071,44.76,HDFC,UPI,UPI,Food,iOS,LOW,R4,HEALTHY,0.983,1,192.55
9047,1071,77.23,Kotak,UPI,UPI,Food,iOS,LOW,R4,HEALTHY,0.983,1,186.2
9048,1071,104.71,Kotak,Visa,CARD,Shopping,iOS,MEDIUM,R4,HEALTHY,0.983,1,182.29
9049,1071,153.45,HDFC,UPI,UPI,Food,Web,LOW,R3,HEALTHY,0.979,1,109.83
9050,1071,139.27,Kotak,Mastercard,CARD,Food,iOS,LOW,R1,HEALTHY,0.986,1,153.05
9051,1071,385.65,Axis,Rupay,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,109.3
9052,1071,31.73,SBI,Mastercard,CARD,Healthcare,Android,LOW,R3,HEALTHY,0.979,1,89.47
9053,1071,210.53,Axis,UPI,UPI,Food,iOS,MEDIUM,R2,HEALTHY,0.981,1,93.67
9054,1071,423.94,ICICI,UPI,UPI,Shopping,Web,LOW,R1,HEALTHY,0.986,1,179.01
9055,1071,26.83,SBI,Mastercard,CARD,Healthcare,Android,MEDIUM,R4,HEALTHY,0.983,1,158.44
9056,1071,125.69,HDFC,UPI,UPI,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,103.54
9057,1072,845.69,SBI,UPI,UPI,Food,Web,LOW,R3,HEALTHY,0.979,1,102.73
9058,1072,384.34,ICICI,UPI,UPI,Electronics,Web,LOW,R1,HEALTHY,0.986,1,135.53
9059,1072,218.94,SBI,UPI,UPI,Fuel,Web,LOW,R3,HEALTHY,0.979,1,114.01
9060,1072,242.81,SBI,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,103.74
9061,1072,663.2,BOB,Mastercard,CARD,Fuel,Web,HIGH,R1,HEALTHY,0.986,1,166.18
9062,1072,319.31,Axis,Mastercard,CARD,Healthcare,Web,MEDIUM,R3,HEALTHY,0.979,1,93.5
9063,1072,434.98,BOB,Mastercard,CARD,Shopping,iOS,MEDIUM,R3,HEALTHY,0.979,1,103.43
9064,1072,211.77,Kotak,UPI,UPI,Fuel,Web,LOW,R2,HEALTHY,0.981,1,80.26
9065,1072,734.15,ICICI,UPI,UPI,Travel,Android,LOW,R1,HEALTHY,0.986,1,140.65
9066,1072,599.48,SBI,Rupay,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,122.34
9067,1072,484.48,ICICI,UPI,UPI,Shopping,Android,LOW,R4,HEALTHY,0.983,1,178.6
9068,1072,333.71,ICICI,UPI,UPI,Electronics,Android,LOW,R1,HEALTHY,0.986,1,147.87
9069,1072,236.76,BOB,Mastercard,CARD,Shopping,iOS,LOW,R4,HEALTHY,0.983,1,142.57
9070,1072,101.9,Kotak,Visa,CARD,Fuel,Android,LOW,R1,HEALTHY,0.986,1,141.02
9071,1073,176.55,SBI,Visa,CARD,Shopping,Web,LOW,R4,HEALTHY,0.983,1,161.53
9072,1073,65.01,ICICI,Mastercard,CARD,Shopping,Web,LOW,R4,HEALTHY,0.983,1,168.37
9073,1073,156.51,ICICI,UPI,UPI,Electronics,Web,HIGH,R1,HEALTHY,0.986,1,150.93
9074,1073,23.75,HDFC,Rupay,CARD,Electronics,Web,LOW,R3,HEALTHY,0.979,1,109.48
9075,1073,1080.4,ICICI,Mastercard,CARD,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,130.74
9076,1073,2629.25,SBI,Mastercard,CARD,Electronics,Android,MEDIUM,R4,HEALTHY,0.983,1,178.12
9077,1073,4397.34,Kotak,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,166.96
9078,1073,1120.44,Axis,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,107.92
9079,1073,12.79,ICICI,UPI,UPI,Food,Android,LOW,R3,HEALTHY,0.979,1,130.14
9080,1073,260.1,HDFC,UPI,UPI,Shopping,iOS,MEDIUM,R4,HEALTHY,0.983,1,158.73
9081,1073,362.35,HDFC,UPI,UPI,Shopping,iOS,MEDIUM,R3,HEALTHY,0.979,1,117.63
9082,1074,861.87,SBI,Visa,CARD,Travel,iOS,LOW,R2,HEALTHY,0.981,1,83.27
9083,1074,2418.32,ICICI,Rupay,CARD,Fuel,Android,LOW,R3,HEALTHY,0.979,1,95.49
9084,1074,12.46,SBI,Visa,CARD,Healthcare,iOS,MEDIUM,R1,HEALTHY,0.986,1,131.28
9085,1074,1104.7,HDFC,UPI,UPI,Food,iOS,LOW,R1,HEALTHY,0.986,1,149.53
9086,1074,1243.15,Kotak,UPI,UPI,Healthcare,Web,MEDIUM,R2,HEALTHY,0.981,1,91.7
9087,1074,517.4,ICICI,UPI,UPI,Electronics,Web,LOW,R3,HEALTHY,0.979,1,121.71
9088,1074,37.36,HDFC,Visa,CARD,Food,iOS,MEDIUM,R1,HEALTHY,0.986,1,157.79
9089,1074,229.72,HDFC,UPI,UPI,Shopping,Android,MEDIUM,R2,HEALTHY,0.981,1,85.65
9090,1074,70.99,HDFC,UPI,UPI,Shopping,Web,LOW,R1,HEALTHY,0.986,1,145.3
9091,1074,47.29,HDFC,UPI,UPI,Fuel,iOS,LOW,R1,HEALTHY,0.986,1,132.96
9092,1074,87.45,HDFC,UPI,UPI,Food,Web,MEDIUM,R1,HEALTHY,0.986,1,132.89
9093,1075,843.41,HDFC,Visa,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,110.2
9094,1075,97.8,HDFC,Visa,CARD,Healthcare,Android,LOW,R4,HEALTHY,0.983,1,185.24
9095,1075,46.56,ICICI,UPI,UPI,Fuel,Android,LOW,R1,HEALTHY,0.986,1,144.43
9096,1075,159.37,ICICI,UPI,UPI,Shopping,Web,LOW,R2,HEALTHY,0.981,1,89.91
9097,1075,82.76,SBI,Visa,CARD,Food,Android,HIGH,R2,HEALTHY,0.981,1,92.0
9098,1075,325.81,BOB,UPI,UPI,Healthcare,Android,LOW,R2,HEALTHY,0.981,1,83.65
9099,1075,403.98,SBI,Visa,CARD,Food,iOS,LOW,R4,HEALTHY,0.983,1,185.06
9100,1075,46.55,ICICI,Mastercard,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,104.87
9101,1075,2860.72,HDFC,UPI,UPI,Fuel,Android,LOW,R1,HEALTHY,0.986,1,136.39
9102,1075,179.44,SBI,UPI,UPI,Shopping,Android,LOW,R4,HEALTHY,0.983,1,154.12
9103,1075,702.93,Axis,UPI,UPI,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,113.53
9104,1075,24.63,HDFC,UPI,UPI,Food,Web,LOW,R3,HEALTHY,0.979,1,109.9
9105,1075,109.97,Axis,Rupay,CARD,Electronics,Android,MEDIUM,R3,HEALTHY,0.979,1,107.22
9106,1075,195.75,SBI,Rupay,CARD,Electronics,Web,MEDIUM,R3,HEALTHY,0.979,1,116.1
9107,1075,77.85,Kotak,Visa,CARD,Food,iOS,LOW,R2,HEALTHY,0.981,1,67.73
9108,1076,85.98,SBI,Mastercard,CARD,Electronics,Web,LOW,R1,HEALTHY,0.986,1,152.68
9109,1076,113.94,HDFC,UPI,UPI,Food,iOS,LOW,R3,HEALTHY,0.979,1,109.49
9110,1076,183.31,Axis,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,104.84
9111,1076,13.12,Axis,Rupay,CARD,Travel,iOS,LOW,R3,HEALTHY,0.979,1,97.12
9112,1076,415.99,ICICI,UPI,UPI,Electronics,Android,LOW,R3,HEALTHY,0.979,1,103.61
9113,1076,182.5,Kotak,Mastercard,CARD,Fuel,Android,LOW,R1,HEALTHY,0.986,1,128.31
9114,1076,1790.37,Kotak,Mastercard,CARD,Healthcare,iOS,LOW,R4,HEALTHY,0.983,1,176.32
9115,1076,65.37,SBI,UPI,UPI,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,102.05
9116,1076,193.33,SBI,UPI,UPI,Food,iOS,LOW,R2,HEALTHY,0.981,1,78.63
9117,1076,55.16,ICICI,Visa,CARD,Healthcare,iOS,MEDIUM,R3,HEALTHY,0.979,1,118.57
9118,1076,88.17,SBI,UPI,UPI,Shopping,iOS,HIGH,R4,HEALTHY,0.983,1,171.31
9119,1076,107.19,ICICI,UPI,UPI,Food,Web,LOW,R2,HEALTHY,0.981,1,92.12
9120,1076,221.52,Axis,UPI,UPI,Fuel,Android,LOW,R2,HEALTHY,0.981,1,78.44
9121,1076,238.58,SBI,UPI,UPI,Shopping,Web,LOW,R3,HEALTHY,0.979,1,103.39
9122,1077,261.02,HDFC,Rupay,CARD,Travel,iOS,LOW,R3,HEALTHY,0.979,1,103.33
9123,1077,246.55,SBI,UPI,UPI,Fuel,Android,LOW,R2,HEALTHY,0.981,1,75.91
9124,1077,415.33,HDFC,Visa,CARD,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,98.52
9125,1077,5203.66,ICICI,Rupay,CARD,Fuel,Web,MEDIUM,R3,HEALTHY,0.979,1,118.28
9126,1077,338.9,Kotak,Mastercard,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,113.18
9127,1077,335.65,Axis,Rupay,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,105.25
9128,1077,523.8,SBI,UPI,UPI,Electronics,Web,MEDIUM,R4,HEALTHY,0.983,1,162.25
9129,1077,89.22,Axis,UPI,UPI,Shopping,iOS,LOW,R1,HEALTHY,0.986,1,107.77
9130,1077,287.81,SBI,UPI,UPI,Food,iOS,LOW,R3,HEALTHY,0.979,1,102.78
9131,1077,1839.1,Axis,Visa,CARD,Electronics,Android,MEDIUM,R3,HEALTHY,0.979,1,105.69
9132,1077,104.13,Kotak,Rupay,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,101.94
9133,1077,233.8,SBI,Visa,CARD,Food,Web,LOW,R4,HEALTHY,0.983,1,144.34
9134,1078,660.81,SBI,Mastercard,CARD,Shopping,Android,LOW,R1,HEALTHY,0.986,1,138.14
9135,1078,194.12,SBI,UPI,UPI,Food,Android,MEDIUM,R3,HEALTHY,0.979,1,119.98
9136,1078,605.22,ICICI,UPI,UPI,Food,Web,LOW,R2,HEALTHY,0.981,1,78.42
9137,1078,2519.59,HDFC,UPI,UPI,Travel,iOS,HIGH,R2,HEALTHY,0.981,1,96.59
9138,1078,731.82,ICICI,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,109.2
9139,1078,245.24,ICICI,Rupay,CARD,Fuel,Android,LOW,R3,HEALTHY,0.979,1,102.03
9140,1078,3215.38,HDFC,Rupay,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,119.06
9141,1078,146.06,ICICI,Visa,CARD,Food,iOS,LOW,R4,HEALTHY,0.983,1,187.99
9142,1078,905.93,Axis,Visa,CARD,Food,Web,MEDIUM,R1,HEALTHY,0.986,1,143.29
9143,1078,154.47,HDFC,Rupay,CARD,Food,Android,LOW,R3,HEALTHY,0.979,1,114.98
9144,1078,17.8,HDFC,Rupay,CARD,Healthcare,Android,LOW,R3,HEALTHY,0.979,1,112.05
9145,1078,3854.15,SBI,UPI,UPI,Fuel,iOS,MEDIUM,R1,HEALTHY,0.986,1,148.23
9146,1078,954.84,Axis,Mastercard,CARD,Shopping,iOS,MEDIUM,R1,HEALTHY,0.986,0,154.46
9147,1078,268.29,HDFC,Visa,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,97.38
9148,1078,143.25,Kotak,UPI,UPI,Fuel,Android,MEDIUM,R2,HEALTHY,0.981,1,82.01
9149,1079,103.6,SBI,UPI,UPI,Healthcare,Android,MEDIUM,R1,HEALTHY,0.986,1,147.75
9150,1079,649.17,ICICI,Rupay,CARD,Food,iOS,LOW,R3,HEALTHY,0.979,1,95.72
9151,1079,841.35,SBI,Rupay,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,100.13
9152,1079,4280.67,ICICI,Rupay,CARD,Food,Web,MEDIUM,R3,HEALTHY,0.979,1,119.54
9153,1079,2710.23,HDFC,UPI,UPI,Electronics,iOS,MEDIUM,R4,HEALTHY,0.983,1,203.91
9154,1079,282.51,ICICI,Visa,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,110.62
9155,1079,94.38,Axis,UPI,UPI,Fuel,Web,MEDIUM,R2,HEALTHY,0.981,1,80.22
9156,1079,4828.57,Axis,UPI,UPI,Fuel,iOS,HIGH,R3,HEALTHY,0.979,1,100.5
9157,1079,99.67,Kotak,Mastercard,CARD,Travel,iOS,LOW,R3,HEALTHY,0.979,1,101.29
9158,1079,523.57,BOB,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,154.34
9159,1079,39.3,HDFC,UPI,UPI,Shopping,Web,LOW,R4,HEALTHY,0.983,1,177.05
9160,1079,948.58,Axis,UPI,UPI,Fuel,iOS,LOW,R1,HEALTHY,0.986,1,133.58
9161,1079,45.52,SBI,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,127.03
9162,1079,89.23,HDFC,UPI,UPI,Fuel,Android,LOW,R2,HEALTHY,0.981,1,88.3
9163,1079,1422.3,BOB,UPI,UPI,Food,Android,LOW,R1,HEALTHY,0.986,1,148.53
9164,1079,315.34,HDFC,UPI,UPI,Travel,Web,LOW,R3,HEALTHY,0.979,1,86.91
9165,1079,232.35,SBI,Rupay,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,107.2
9166,1079,1516.41,HDFC,Rupay,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,88.76
9167,1080,69.04,HDFC,Mastercard,CARD,Shopping,Android,LOW,R1,HEALTHY,0.986,1,149.0
9168,1080,276.17,ICICI,UPI,UPI,Shopping,iOS,LOW,R2,HEALTHY,0.981,0,70.44
9169,1080,346.28,SBI,Rupay,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,129.54
9170,1080,149.48,ICICI,UPI,UPI,Shopping,Android,HIGH,R1,HEALTHY,0.986,1,120.72
9171,1080,61.51,SBI,Mastercard,CARD,Healthcare,Web,LOW,R1,HEALTHY,0.986,1,114.98
9172,1080,83.05,Axis,UPI,UPI,Food,iOS,MEDIUM,R2,HEALTHY,0.981,1,79.74
9173,1080,243.03,HDFC,UPI,UPI,Food,iOS,LOW,R3,HEALTHY,0.979,1,106.6
9174,1080,251.61,HDFC,UPI,UPI,Fuel,iOS,LOW,R1,HEALTHY,0.986,1,133.6
9175,1080,462.78,ICICI,Visa,CARD,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,78.66
9176,1080,48.26,Axis,Visa,CARD,Food,Web,LOW,R3,HEALTHY,0.979,1,113.86
9177,1081,516.56,HDFC,UPI,UPI,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,97.66
9178,1081,885.52,ICICI,Mastercard,CARD,Food,iOS,LOW,R1,HEALTHY,0.986,1,169.42
9179,1081,140.59,SBI,Visa,CARD,Shopping,Web,LOW,R3,HEALTHY,0.979,1,108.75
9180,1081,224.41,SBI,Rupay,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,116.79
9181,1081,260.74,SBI,UPI,UPI,Shopping,Android,LOW,R4,HEALTHY,0.983,1,195.32
9182,1081,2808.88,HDFC,Rupay,CARD,Shopping,Android,MEDIUM,R3,HEALTHY,0.979,1,119.37
9183,1081,8938.84,Axis,UPI,UPI,Travel,Web,HIGH,R2,HEALTHY,0.981,1,95.92
9184,1081,91.82,Kotak,UPI,UPI,Food,Web,LOW,R3,HEALTHY,0.979,1,108.93
9185,1082,37.18,ICICI,Visa,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,151.84
9186,1082,135.32,BOB,Mastercard,CARD,Shopping,Android,MEDIUM,R3,HEALTHY,0.979,1,112.36
9187,1082,267.11,HDFC,UPI,UPI,Fuel,Web,LOW,R1,HEALTHY,0.986,1,124.59
9188,1082,178.99,Kotak,UPI,UPI,Fuel,Web,MEDIUM,R1,HEALTHY,0.986,1,160.41
9189,1082,333.96,ICICI,Rupay,CARD,Shopping,iOS,MEDIUM,R3,HEALTHY,0.979,1,105.85
9190,1082,1009.64,SBI,Visa,CARD,Fuel,Android,LOW,R1,HEALTHY,0.986,1,130.0
9191,1082,208.22,Kotak,UPI,UPI,Shopping,Web,LOW,R1,HEALTHY,0.986,0,140.89
9192,1082,154.94,SBI,Rupay,CARD,Fuel,Web,LOW,R3,HEALTHY,0.979,1,122.03
9193,1082,203.82,Axis,Mastercard,CARD,Electronics,Web,LOW,R1,HEALTHY,0.986,1,179.98
9194,1082,274.85,HDFC,Mastercard,CARD,Travel,iOS,MEDIUM,R3,HEALTHY,0.979,1,117.53
9195,1082,290.88,HDFC,Rupay,CARD,Fuel,iOS,LOW,R3,HEALTHY,0.979,1,104.02
9196,1082,127.64,Axis,UPI,UPI,Shopping,iOS,LOW,R4,HEALTHY,0.983,1,183.34
9197,1082,55.0,Axis,Visa,CARD,Shopping,Web,LOW,R2,HEALTHY,0.981,1,82.83
9198,1082,1925.77,ICICI,UPI,UPI,Food,Web,LOW,R1,HEALTHY,0.986,1,137.32
9199,1082,815.88,HDFC,Mastercard,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,103.86
9200,1082,164.7,HDFC,Rupay,CARD,Shopping,Android,LOW,R3,HEALTHY,0.979,1,104.4
9201,1082,57.8,ICICI,Mastercard,CARD,Fuel,Web,LOW,R4,HEALTHY,0.983,1,188.21
9202,1082,84.35,HDFC,UPI,UPI,Healthcare,Android,LOW,R4,HEALTHY,0.983,1,208.62
9203,1083,342.0,SBI,Visa,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,105.74
9204,1083,88.82,HDFC,Mastercard,CARD,Fuel,Android,LOW,R1,HEALTHY,0.986,1,113.01
9205,1083,111.14,SBI,UPI,UPI,Food,Web,LOW,R2,HEALTHY,0.981,1,72.46
9206,1083,711.79,Axis,Mastercard,CARD,Food,Android,LOW,R1,HEALTHY,0.986,1,145.9
9207,1083,1171.77,BOB,Rupay,CARD,Shopping,iOS,LOW,R3,HEALTHY,0.979,1,98.96
9208,1083,284.42,HDFC,Visa,CARD,Food,Android,MEDIUM,R3,HEALTHY,0.979,1,118.32
9209,1083,140.37,ICICI,UPI,UPI,Electronics,iOS,LOW,R3,HEALTHY,0.979,1,107.01
9210,1083,626.09,HDFC,UPI,UPI,Shopping,Web,MEDIUM,R3,HEALTHY,0.979,1,104.85
9211,1084,771.45,ICICI,UPI,UPI,Shopping,Android,LOW,R2,HEALTHY,0.981,1,76.46
9212,1084,29.55,Kotak,UPI,UPI,Shopping,Web,LOW,R4,HEALTHY,0.983,1,180.88
9213,1084,232.56,SBI,UPI,UPI,Shopping,iOS,LOW,R2,HEALTHY,0.981,1,90.17
9214,1084,99.61,Axis,Rupay,CARD,Food,Android,MEDIUM,R3,HEALTHY,0.979,1,106.52
9215,1084,14.93,HDFC,Mastercard,CARD,Food,Android,MEDIUM,R4,HEALTHY,0.983,1,164.53
