txn_id,minute,amount,bank,network,payment_method,merchant,device,risk,route_id,route_base_success_rate,route_base_latency_ms,route_cost_percent,route_success_rate_5m,route_success_rate_15m,route_avg_latency_5m,route_current_load,route_requests_1m,time_since_last_failure,route_flagged_down,bank_route_success_rate_15m,success
7553,960,205.61,Kotak,UPI,UPI,Food,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.9666666666666667,88.48899999999848,3.0,2.0,13.0,0.0,0.9454046087888531,1
7554,960,170.67,HDFC,Rupay,CARD,Fuel,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.88,0.9354838709677419,225.19479999999982,12.0,3.0,3.0,0.0,0.9373643615461317,1
7555,960,108.61,ICICI,UPI,UPI,Healthcare,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,147.44142857143223,5.0,2.0,21.0,0.0,0.9793190416141235,1
7556,960,1080.55,HDFC,Visa,CARD,Healthcare,iOS,MEDIUM,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.9666666666666667,88.48899999999848,3.0,2.0,13.0,0.0,0.9211835859745828,1
7557,960,216.31,SBI,UPI,UPI,Shopping,Android,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.9666666666666667,88.48899999999848,3.0,2.0,13.0,0.0,0.9636030725259022,1
7558,961,39.79,ICICI,UPI,UPI,Travel,Web,MEDIUM,R3,0.9496744677107162,125.47282773183177,1.1,0.9130434782608695,0.9354838709677419,225.04695652173731,6.0,3.0,4.0,0.0,0.9443238769298948,1
7559,961,2362.6,Kotak,Rupay,CARD,Shopping,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9130434782608695,0.9354838709677419,225.04695652173731,6.0,3.0,4.0,0.0,0.9208812987951136,1
7560,961,378.3,HDFC,Visa,CARD,Shopping,iOS,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.96875,88.8783333333328,6.0,4.0,14.0,0.0,0.9280371871941844,1
7561,961,925.6,HDFC,UPI,UPI,Shopping,Android,MEDIUM,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,145.88500000000099,4.0,2.0,22.0,0.0,0.987779433681073,1
7562,961,89.53,Axis,Rupay,CARD,Fuel,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9130434782608695,0.9354838709677419,225.04695652173731,6.0,3.0,4.0,0.0,0.9612880520851662,0
7563,961,643.79,SBI,Mastercard,CARD,Shopping,Android,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,171.03666666666686,1.0,1.0,55.0,0.0,0.9703626220362622,1
7564,961,3647.44,ICICI,Visa,CARD,Food,Web,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,171.03666666666686,1.0,1.0,55.0,0.0,0.9703626220362622,1
7565,961,1259.92,Axis,UPI,UPI,Food,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,171.03666666666686,1.0,1.0,55.0,0.0,0.9676683149486497,1
7566,961,590.93,HDFC,Visa,CARD,Electronics,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9130434782608695,0.9354838709677419,225.04695652173731,6.0,3.0,4.0,0.0,0.9398697870842864,0
7567,961,62.87,SBI,Rupay,CARD,Food,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.9130434782608695,0.9354838709677419,225.04695652173731,6.0,3.0,4.0,0.0,0.93167021259578,0
7568,961,898.69,BOB,UPI,UPI,Shopping,Android,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,171.03666666666686,1.0,1.0,55.0,0.0,0.9703626220362622,1
7569,962,17.22,HDFC,UPI,UPI,Travel,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.9696969696969697,85.62000000000019,5.0,1.0,15.0,0.0,0.93103563772776,1
7570,962,162.33,Axis,UPI,UPI,Fuel,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,146.125,3.0,1.0,23.0,0.0,0.9775956284153006,1
7571,962,191.29,HDFC,UPI,UPI,Electronics,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,146.125,3.0,1.0,23.0,0.0,0.987779433681073,1
7572,962,471.65,HDFC,Visa,CARD,Electronics,Android,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.9696969696969697,85.62000000000019,5.0,1.0,15.0,0.0,0.93103563772776,1
7573,962,1839.56,ICICI,UPI,UPI,Shopping,Android,MEDIUM,R3,0.9496744677107162,125.47282773183177,1.1,0.7916666666666666,0.8923076923076924,224.10041666666316,8.0,5.0,1.0,0.0,0.9443238769298948,0
7574,962,409.7,BOB,Rupay,CARD,Food,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.7916666666666666,0.8923076923076924,224.10041666666316,8.0,5.0,1.0,0.0,0.9685465423191976,1
7575,962,13.32,Axis,UPI,UPI,Food,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,0.9696969696969697,85.62000000000019,5.0,1.0,15.0,0.0,0.9496042542666336,1
7576,962,372.69,SBI,Mastercard,CARD,Shopping,Web,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,175.46142857143008,5.0,4.0,56.0,0.0,0.9726424203411651,1
7577,962,439.98,Axis,Rupay,CARD,Food,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.7916666666666666,0.8923076923076924,224.10041666666316,8.0,5.0,1.0,0.0,0.8926246197933686,1
7578,962,25.53,Kotak,UPI,UPI,Electronics,Web,MEDIUM,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,175.46142857143008,5.0,4.0,56.0,0.0,0.9676683149486497,1
7579,962,617.72,SBI,Mastercard,CARD,Shopping,iOS,MEDIUM,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,146.125,3.0,1.0,23.0,0.0,0.985063752276867,1
7580,962,157.82,SBI,UPI,UPI,Food,Android,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,175.46142857143008,5.0,4.0,56.0,0.0,0.9726424203411651,1
7581,962,159.13,SBI,UPI,UPI,Shopping,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,146.125,3.0,1.0,23.0,0.0,0.985063752276867,1
7582,963,687.11,ICICI,UPI,UPI,Shopping,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.8260869565217391,0.8688524590163934,222.30043478260504,8.0,3.0,1.0,0.0,0.8956976948794649,1
7583,963,83.29,HDFC,UPI,UPI,Fuel,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,149.11416666666628,5.0,4.0,24.0,0.0,0.9883107626514611,1
7584,963,29.31,Kotak,UPI,UPI,Shopping,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.8260869565217391,0.8688524590163934,222.30043478260504,8.0,3.0,1.0,0.0,0.9164858153948422,1
7585,963,196.29,Axis,UPI,UPI,Shopping,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.8260869565217391,0.8688524590163934,222.30043478260504,8.0,3.0,1.0,0.0,0.8926246197933686,0
7586,963,199.12,ICICI,UPI,UPI,Travel,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,149.11416666666628,5.0,4.0,24.0,0.0,0.9820765027322405,1
7587,963,123.99,ICICI,UPI,UPI,Travel,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,149.11416666666628,5.0,4.0,24.0,0.0,0.9820765027322405,1
7588,963,2133.24,ICICI,UPI,UPI,Food,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,149.11416666666628,5.0,4.0,24.0,0.0,0.9820765027322405,1
7589,963,1935.44,ICICI,UPI,UPI,Electronics,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,82.55727272727314,4.0,3.0,16.0,0.0,0.9532039503904456,1
7590,963,365.3,ICICI,UPI,UPI,Food,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.8260869565217391,0.8688524590163934,222.30043478260504,8.0,3.0,1.0,0.0,0.8956976948794649,1
7591,963,1516.01,ICICI,Visa,CARD,Healthcare,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,82.55727272727314,4.0,3.0,16.0,0.0,0.9532039503904456,1
7592,963,99.87,SBI,Rupay,CARD,Food,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.8260869565217391,0.8688524590163934,222.30043478260504,8.0,3.0,1.0,0.0,0.8911628120481374,1
7593,963,12.09,ICICI,Mastercard,CARD,Electronics,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,149.11416666666628,5.0,4.0,24.0,0.0,0.9820765027322405,1
7594,963,332.14,BOB,Visa,CARD,Healthcare,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,149.11416666666628,5.0,4.0,24.0,0.0,0.9841851494696239,1
7595,964,67.47,ICICI,UPI,UPI,Food,iOS,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,80.76416666666773,5.0,2.0,17.0,0.0,0.9590534565916399,1
7596,964,202.78,BOB,Rupay,CARD,Shopping,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.7368421052631579,0.8688524590163934,225.10421052631173,8.0,5.0,1.0,0.0,0.9703967457121858,0
7597,964,377.72,ICICI,UPI,UPI,Shopping,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.7368421052631579,0.8688524590163934,225.10421052631173,8.0,5.0,1.0,0.0,0.8998697870842863,1
7598,964,386.12,HDFC,Mastercard,CARD,Electronics,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.7368421052631579,0.8688524590163934,225.10421052631173,8.0,5.0,1.0,0.0,0.8998697870842863,1
7599,964,17.65,HDFC,UPI,UPI,Food,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,139.5073333333324,10.0,6.0,25.0,0.0,0.9883107626514611,1
7600,964,294.22,SBI,Mastercard,CARD,Shopping,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,139.5073333333324,10.0,6.0,25.0,0.0,0.9865573770491803,1
7601,964,48.65,BOB,Rupay,CARD,Food,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.7368421052631579,0.8688524590163934,225.10421052631173,8.0,5.0,1.0,0.0,0.9703967457121858,1
7602,964,33.51,ICICI,UPI,UPI,Electronics,Web,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,167.0525000000016,3.0,0.0,58.0,0.0,0.9703626220362622,1
7603,964,42.95,Kotak,UPI,UPI,Travel,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,139.5073333333324,10.0,6.0,25.0,0.0,0.9775956284153006,1
7604,964,891.03,Kotak,UPI,UPI,Shopping,iOS,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,80.76416666666773,5.0,2.0,17.0,0.0,0.9454046087888531,1
7605,964,34.48,HDFC,UPI,UPI,Healthcare,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.7368421052631579,0.8688524590163934,225.10421052631173,8.0,5.0,1.0,0.0,0.8998697870842863,0
7606,964,168.13,HDFC,UPI,UPI,Electronics,iOS,MEDIUM,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,139.5073333333324,10.0,6.0,25.0,0.0,0.9883107626514611,1
7607,965,3734.26,SBI,UPI,UPI,Fuel,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,137.5794117647045,10.0,4.0,26.0,0.0,0.9871975019516003,1
7608,965,23.78,HDFC,Mastercard,CARD,Travel,Android,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,166.76000000000283,1.0,1.0,59.0,0.0,0.974596533173939,1
7609,965,383.65,BOB,Visa,CARD,Shopping,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.6666666666666666,0.84375,220.9614285714259,10.0,5.0,1.0,1.0,0.9208812987951136,1
7610,965,35.54,SBI,Mastercard,CARD,Fuel,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,137.5794117647045,10.0,4.0,26.0,0.0,0.9871975019516003,0
7611,965,231.84,HDFC,UPI,UPI,Food,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,137.5794117647045,10.0,4.0,26.0,0.0,0.9883107626514611,1
7612,965,61.26,SBI,UPI,UPI,Shopping,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,137.5794117647045,10.0,4.0,26.0,0.0,0.9871975019516003,1
7613,965,172.06,ICICI,UPI,UPI,Shopping,Web,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,166.76000000000283,1.0,1.0,59.0,0.0,0.9726424203411651,1
7614,965,1293.2,SBI,Mastercard,CARD,Electronics,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,1.0,1.0,137.5794117647045,10.0,4.0,26.0,0.0,0.9871975019516003,0
7615,965,149.79,Axis,Rupay,CARD,Shopping,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.6666666666666666,0.84375,220.9614285714259,10.0,5.0,1.0,1.0,0.8211960483647972,1
7616,966,200.79,HDFC,UPI,UPI,Shopping,Android,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,76.24875000000065,2.0,0.0,19.0,0.0,0.9688026335936305,1
7617,966,290.76,ICICI,UPI,UPI,Travel,Android,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,167.52000000000118,3.0,2.0,60.0,0.0,0.974596533173939,1
7618,966,106.31,ICICI,UPI,UPI,Food,Android,MEDIUM,R1,0.9731147540983607,152.58090273224045,2.1,0.9,0.9565217391304348,176.72749999999942,9.0,5.0,1.0,0.0,0.9841851494696239,1
7619,966,502.35,Axis,UPI,UPI,Food,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.65,0.84375,220.69399999999732,7.0,2.0,2.0,1.0,0.8331163118071441,0
7620,966,98.11,HDFC,Mastercard,CARD,Healthcare,Web,MEDIUM,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,167.52000000000118,3.0,2.0,60.0,0.0,0.974596533173939,1
7621,966,10.0,HDFC,Mastercard,CARD,Food,iOS,HIGH,R1,0.9731147540983607,152.58090273224045,2.1,0.9,0.9565217391304348,176.72749999999942,9.0,5.0,1.0,0.0,0.9887978142076502,1
7622,966,169.56,HDFC,UPI,UPI,Food,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,76.24875000000065,2.0,0.0,19.0,0.0,0.9688026335936305,1
7623,966,427.07,SBI,UPI,UPI,Healthcare,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,1.0,1.0,167.52000000000118,3.0,2.0,60.0,0.0,0.974596533173939,0
7624,966,819.25,SBI,Rupay,CARD,Travel,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.65,0.84375,220.69399999999732,7.0,2.0,2.0,1.0,0.924837233855358,1
7625,967,77.95,HDFC,UPI,UPI,Electronics,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,0.8888888888888888,0.9523809523809523,176.95222222222299,5.0,3.0,1.0,0.0,0.9762900976290098,1
7626,967,472.1,BOB,Visa,CARD,Healthcare,iOS,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,75.56444444444463,2.0,2.0,20.0,0.0,0.9344855305466238,1
7627,967,160.95,HDFC,Rupay,CARD,Shopping,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.7058823529411765,0.8253968253968254,217.86235294117498,4.0,2.0,1.0,0.0,0.8702498028558208,0
7628,967,71.47,ICICI,UPI,UPI,Travel,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.9047619047619048,0.9565217391304348,189.84190476190443,7.0,2.0,2.0,0.0,0.985063752276867,1
7629,967,318.61,ICICI,UPI,UPI,Travel,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,0.8888888888888888,0.9523809523809523,176.95222222222299,5.0,3.0,1.0,0.0,0.9762900976290098,1
7630,967,36.62,SBI,UPI,UPI,Travel,iOS,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,75.56444444444463,2.0,2.0,20.0,0.0,0.9614620767921318,1
7631,967,498.72,SBI,UPI,UPI,Shopping,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.7058823529411765,0.8253968253968254,217.86235294117498,4.0,2.0,1.0,0.0,0.928416413195579,1
7632,967,2771.35,ICICI,Rupay,CARD,Food,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.7058823529411765,0.8253968253968254,217.86235294117498,4.0,2.0,1.0,0.0,0.8911628120481374,1
7633,967,179.6,BOB,Mastercard,CARD,Shopping,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.9047619047619048,0.9565217391304348,189.84190476190443,7.0,2.0,2.0,0.0,0.9820765027322405,1
7634,967,418.5,HDFC,Mastercard,CARD,Healthcare,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.9047619047619048,0.9565217391304348,189.84190476190443,7.0,2.0,2.0,0.0,0.9892459016393442,1
7635,967,10.0,ICICI,UPI,UPI,Healthcare,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.7058823529411765,0.8253968253968254,217.86235294117498,4.0,2.0,1.0,0.0,0.8911628120481374,1
7636,967,72.76,SBI,Visa,CARD,Fuel,Android,MEDIUM,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,75.56444444444463,2.0,2.0,20.0,0.0,0.9614620767921318,1
7637,967,772.86,HDFC,Mastercard,CARD,Shopping,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.9047619047619048,0.9565217391304348,189.84190476190443,7.0,2.0,2.0,0.0,0.9892459016393442,1
7638,967,340.93,ICICI,UPI,UPI,Food,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.9047619047619048,0.9565217391304348,189.84190476190443,7.0,2.0,2.0,0.0,0.985063752276867,0
7639,967,579.2,SBI,UPI,UPI,Shopping,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.9047619047619048,0.9565217391304348,189.84190476190443,7.0,2.0,2.0,0.0,0.905464480874317,0
7640,968,214.0,Axis,UPI,UPI,Fuel,iOS,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.7222222222222222,0.8125,214.83555555555438,6.0,4.0,1.0,0.0,0.7810465423191976,1
7641,968,160.56,Axis,Visa,CARD,Food,iOS,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,77.19555555555498,5.0,3.0,21.0,0.0,0.9454046087888531,1
7642,968,178.76,HDFC,Visa,CARD,Healthcare,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,77.19555555555498,5.0,3.0,21.0,0.0,0.970220695703011,1
7643,968,703.09,HDFC,Mastercard,CARD,Electronics,Android,LOW,R4,0.9644351464435147,189.73578451882847,1.75,0.875,0.9565217391304348,187.96000000000276,5.0,2.0,2.0,0.0,0.9777719665271967,1
7644,968,1780.32,SBI,UPI,UPI,Electronics,Android,MEDIUM,R1,0.9731147540983607,152.58090273224045,2.1,0.8260869565217391,0.9148936170212766,219.33173913043498,8.0,6.0,1.0,0.0,0.8637978142076502,1
7645,968,410.79,Axis,UPI,UPI,Shopping,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.7222222222222222,0.8125,214.83555555555438,6.0,4.0,1.0,0.0,0.7810465423191976,0
7646,968,138.79,Kotak,Mastercard,CARD,Food,Web,LOW,R4,0.9644351464435147,189.73578451882847,1.75,0.875,0.9565217391304348,187.96000000000276,5.0,2.0,2.0,0.0,0.9703626220362622,1
7647,968,3039.94,SBI,UPI,UPI,Travel,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.8260869565217391,0.9148936170212766,219.33173913043498,8.0,6.0,1.0,0.0,0.8637978142076502,0
7648,968,170.78,Kotak,Visa,CARD,Shopping,iOS,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,77.19555555555498,5.0,3.0,21.0,0.0,0.9496042542666336,1
7649,968,111.3,SBI,UPI,UPI,Food,Web,LOW,R4,0.9644351464435147,189.73578451882847,1.75,0.875,0.9565217391304348,187.96000000000276,5.0,2.0,2.0,0.0,0.9096234309623431,1
7650,968,25.39,SBI,UPI,UPI,Shopping,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.8260869565217391,0.9148936170212766,219.33173913043498,8.0,6.0,1.0,0.0,0.8637978142076502,1
7651,968,62.04,HDFC,UPI,UPI,Shopping,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,0.875,0.9565217391304348,187.96000000000276,5.0,2.0,2.0,0.0,0.9777719665271967,1
7652,969,88.51,ICICI,Mastercard,CARD,Food,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.75,0.8979591836734694,256.1179999999993,9.0,3.0,1.0,0.0,0.9332182916307161,1
7653,969,175.18,HDFC,UPI,UPI,Food,iOS,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,78.92999999999884,6.0,3.0,22.0,0.0,0.9688026335936305,1
7654,969,278.91,HDFC,Visa,CARD,Food,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.6666666666666666,0.7833333333333333,210.23466666666792,6.0,2.0,1.0,1.0,0.8042062903090069,0
7655,969,548.54,Axis,Visa,CARD,Shopping,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,78.92999999999884,6.0,3.0,22.0,0.0,0.9496042542666336,1
7656,969,501.63,SBI,Mastercard,CARD,Electronics,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.75,0.8979591836734694,256.1179999999993,9.0,3.0,1.0,0.0,0.8358133669609079,1
7657,969,232.38,ICICI,UPI,UPI,Electronics,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.6666666666666666,0.7833333333333333,210.23466666666792,6.0,2.0,1.0,1.0,0.8956976948794649,0
7658,969,137.81,HDFC,Mastercard,CARD,Food,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,0.9166666666666666,0.9629629629629629,179.93583333333422,6.0,4.0,3.0,0.0,0.9802417480241749,1
7659,969,54.63,ICICI,UPI,UPI,Shopping,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,78.92999999999884,6.0,3.0,22.0,0.0,0.9532039503904456,1
7660,969,696.27,Kotak,UPI,UPI,Shopping,iOS,MEDIUM,R1,0.9731147540983607,152.58090273224045,2.1,0.75,0.8979591836734694,256.1179999999993,9.0,3.0,1.0,0.0,0.9775956284153006,1
7661,969,227.01,Kotak,UPI,UPI,Food,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.75,0.8979591836734694,256.1179999999993,9.0,3.0,1.0,0.0,0.9775956284153006,1
7662,970,120.46,Axis,Visa,CARD,Fuel,iOS,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,82.1436363636352,6.0,3.0,23.0,0.0,0.9532039503904456,1
7663,970,116.51,SBI,UPI,UPI,Fuel,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.5833333333333334,0.7413793103448276,217.00999999999962,4.0,2.0,1.0,1.0,0.924837233855358,1
7664,970,837.81,Kotak,UPI,UPI,Healthcare,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.75,0.9019607843137255,283.7239999999991,7.0,4.0,2.0,0.0,0.9807962529274005,1
7665,970,113.32,SBI,Visa,CARD,Food,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.75,0.9019607843137255,283.7239999999991,7.0,4.0,2.0,0.0,0.8418943533697631,0
7666,970,169.72,ICICI,Rupay,CARD,Healthcare,Android,MEDIUM,R3,0.9496744677107162,125.47282773183177,1.1,0.5833333333333334,0.7413793103448276,217.00999999999962,4.0,2.0,1.0,1.0,0.8476845511785721,1
7667,970,204.24,Axis,UPI,UPI,Healthcare,Web,MEDIUM,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,82.1436363636352,6.0,3.0,23.0,0.0,0.9532039503904456,1
7668,970,10.0,Kotak,UPI,UPI,Shopping,Web,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.75,0.9019607843137255,283.7239999999991,7.0,4.0,2.0,0.0,0.9807962529274005,0
7669,970,63.06,Axis,UPI,UPI,Food,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,0.9166666666666666,0.9615384615384616,180.90999999999863,5.0,1.0,4.0,0.0,0.9703626220362622,1
7670,970,13.01,SBI,Rupay,CARD,Travel,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.5833333333333334,0.7413793103448276,217.00999999999962,4.0,2.0,1.0,1.0,0.924837233855358,1
7671,970,503.47,SBI,UPI,UPI,Shopping,Web,LOW,R4,0.9644351464435147,189.73578451882847,1.75,0.9166666666666666,0.9615384615384616,180.90999999999863,5.0,1.0,4.0,0.0,0.9152719665271967,1
7672,970,63.77,SBI,UPI,UPI,Electronics,Android,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.5833333333333334,0.7413793103448276,217.00999999999962,4.0,2.0,1.0,1.0,0.924837233855358,1
7673,970,273.37,SBI,Visa,CARD,Food,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.5833333333333334,0.7413793103448276,217.00999999999962,4.0,2.0,1.0,1.0,0.924837233855358,1
7674,970,11.34,HDFC,UPI,UPI,Electronics,Android,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.75,0.9019607843137255,283.7239999999991,7.0,4.0,2.0,0.0,0.9887978142076502,1
7675,970,365.71,ICICI,Rupay,CARD,Shopping,Web,LOW,R3,0.9496744677107162,125.47282773183177,1.1,0.5833333333333334,0.7413793103448276,217.00999999999962,4.0,2.0,1.0,1.0,0.8476845511785721,1
7676,970,55.16,SBI,Visa,CARD,Food,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,0.9166666666666666,0.9615384615384616,180.90999999999863,5.0,1.0,4.0,0.0,0.9152719665271967,1
7677,970,179.16,BOB,UPI,UPI,Electronics,Android,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,82.1436363636352,6.0,3.0,23.0,0.0,0.9404413914060217,1
7678,970,48.32,ICICI,Mastercard,CARD,Shopping,Android,LOW,R4,0.9644351464435147,189.73578451882847,1.75,0.9166666666666666,0.9615384615384616,180.90999999999863,5.0,1.0,4.0,0.0,0.9777719665271967,1
7679,970,308.49,HDFC,UPI,UPI,Fuel,iOS,LOW,R1,0.9731147540983607,152.58090273224045,2.1,0.75,0.9019607843137255,283.7239999999991,7.0,4.0,2.0,0.0,0.9887978142076502,0
7680,970,505.7,SBI,UPI,UPI,Travel,iOS,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,82.1436363636352,6.0,3.0,23.0,0.0,0.9614620767921318,1
7681,970,53.27,SBI,Visa,CARD,Food,Web,LOW,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,82.1436363636352,6.0,3.0,23.0,0.0,0.9614620767921318,1
7682,971,398.33,BOB,Mastercard,CARD,Shopping,iOS,LOW,R4,0.9644351464435147,189.73578451882847,1.75,0.9285714285714286,0.9666666666666667,181.44000000000025,5.0,4.0,5.0,0.0,0.9676683149486497,1
7683,971,1811.68,HDFC,UPI,UPI,Shopping,iOS,MEDIUM,R2,0.9344855305466238,99.96616559485531,1.45,1.0,1.0,83.03749999999854,8.0,5.0,24.0,0.0,0.9688026335936305,1
